"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","347","test_valid_email[chromium-user123@example.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","3037","test_valid_name[chromium-\u0412\u0430\u043b\u0435\u0440\u0438\u0439]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","539","test_contact_form_choose_event_type[chromium-\u041a\u043e\u043d\u0446\u0435\u0440\u0442]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","2955","test_valid_email[chromium-first.last@example.az]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","2968","test_valid_email[chromium-user+tag@example.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","2965","test_invalid_phone[chromium-+99450#123456]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","264","test_navigation_video_header[chromium]","tests","2026-09-01","passed","2026-09-01","","test_navigation","",""
"","525","test_contact_form_choose_event_type[chromium-\u0427\u0430\u0441\u0442\u043d\u043e\u0435 \u0441\u043e\u0431\u044b\u0442\u0438\u0435]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","591","test_contact_form_date_picker_choose[chromium-1]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","599","test_contact_form_date_picker_is_opened[chromium]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","604","test_contact_form_choose_event_type[chromium-\u0424\u0435\u0441\u0442\u0438\u0432\u0430\u043b\u044c]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","312","test_valid_email[chromium-user_name@example.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","322","test_invalid_email[chromium-test@.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","364","test_invalid_email[chromium-test.@example.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","331","test_invalid_email[chromium-test@example]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","375","test_valid_email[chromium-bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb@domain.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","2953","test_valid_phone[chromium-994501234567]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","340","test_valid_phone[chromium-+994501234567]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","367","test_invalid_email[chromium-test@@]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","382","test_invalid_email[chromium-.test@example.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","351","test_valid_phone[chromium-+442071838750]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","350","test_invalid_email[chromium-test@example..com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","274","test_invalid_email[chromium-test@]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","324","test_valid_name[chromium-CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","3037","test_invalid_email[chromium-te..st@example.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","3029","test_valid_name[chromium-O'Connor]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","3004","test_valid_name[chromium-\u041c\u0430\u0440\u0438\u044f \u0418\u0432\u0430\u043d\u043e\u0432\u0430]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","3013","test_invalid_email[chromium-test@example.]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","306","test_valid_name[chromium-\u0410\u043d\u043d\u0430-\u041c\u0430\u0440\u0438\u044f]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","3073","test_valid_name[chromium-Jean-Pierre]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","752","test_navigation_repertoire_header[chromium]","tests","2026-09-01","passed","2026-09-01","","test_navigation","",""
"","338","test_valid_name[chromium-Valerii]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","251","test_contact_form_required_fields_are_marked[chromium]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","356","test_invalid_phone[chromium-+99450123ABC]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","381","test_contact_form_message_validation[chromium]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","2950","test_invalid_email[chromium-@example.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","336","test_invalid_name[chromium-\u0410]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","370","test_valid_phone[chromium-+12025550123]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","319","test_valid_email[chromium-user.name@example.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","1022","test_contact_form_date_picker_choose[chromium-150]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","686","test_contact_form_date_picker_choose[chromium-0]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","2957","test_valid_email[chromium-test@example.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","2988","test_valid_name[chromium-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","770","test_contact_form_date_picker_choose[chromium-7]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","359","test_invalid_phone[chromium-+99450@123456]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","316","test_valid_phone[chromium-++994501234567]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","373","test_invalid_email[chromium-test]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","381","test_valid_name[chromium-\u0410\u043d]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","381","test_valid_email[chromium-test@example.org]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","257","test_navigation_reviews_header[chromium]","tests","2026-09-01","passed","2026-09-01","","test_navigation","",""
"","2969","test_valid_phone[chromium-+994551234567]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","650","test_contact_form_choose_event_type[chromium-\u041a\u043e\u0440\u043f\u043e\u0440\u0430\u0442\u0438\u0432]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","340","test_valid_email[chromium-user123@test-domain.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","334","test_invalid_email[chromium-test@@example.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","375","test_valid_name[chromium-\u0410\u043b\u0435\u043a\u0441\u0435\u0439 O'Connor]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","339","test_valid_email[chromium-a@example.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","389","test_valid_phone[chromium- +994501234567]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","337","test_valid_phone[chromium-+994501234567 ]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","93","test_contact_date_cannot_be_filled[chromium]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","3124","test_valid_phone[chromium-+33142345678]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","333","test_invalid_email[chromium-test.example.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","729","test_contact_form_date_picker_choose[chromium-30]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","2954","test_valid_name[chromium-BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","3182","test_invalid_phone[chromium-+994 50 ABC 12 34]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","166","test_contact_form_required_fields_are_visible[chromium]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","3035","test_invalid_email[chromium-]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","3051","test_invalid_phone[chromium-+99450_123456]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","3032","test_invalid_phone[chromium-+99450ABC1234]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","3084","test_valid_email[chromium-aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa@qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq.com]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","3046","test_valid_phone[chromium-+4915123456789]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","348","test_valid_name[chromium-\u0418\u0432\u0430\u043d \u041f\u0435\u0442\u0440\u043e\u0432]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","660","test_contact_form_event_type[chromium]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
"","261","test_valid_name[chromium-Jean Pierre-Smith]","tests","2026-09-01","passed","2026-09-01","","test_contact_form","",""
